Species: 1: 1. Tains Ants;  
Nations: 2: 1. First Nation;  2. Second Nation;  
Bases:   2: 1. Base, 500, 500;  2. Base, 510, 510;  
Tains Ants, Second Nation, 61: 498, 486, 25
Tains Ants, Second Nation, 62: 522, 528, 213
Tains Ants, Second Nation, 63: 492, 492, 41
Tains Ants, Second Nation, 64: 528, 528, 230
Tains Ants, Second Nation, 65: 492, 498, 58
Tains Ants, Second Nation, 66: 534, 522, 246
Tains Ants, Second Nation, 67: 486, 504, 74
Tains Ants, Second Nation, 68: 534, 516, 262
Tains Ants, Second Nation, 69: 486, 510, 90
Tains Ants, Second Nation, 70: 534, 504, 278
Tains Ants, Second Nation, 71: 486, 516, 106
Tains Ants, Second Nation, 72: 534, 498, 294
Tains Ants, Second Nation, 73: 492, 522, 122
Tains Ants, Second Nation, 74: 528, 492, 310
Tains Ants, Second Nation, 75: 492, 528, 138
Tains Ants, Second Nation, 76: 522, 492, 326
Tains Ants, Second Nation, 77: 498, 534, 155
Tains Ants, Second Nation, 78: 516, 486, 343
Tains Ants, Second Nation, 79: 504, 534, 171
Tains Ants, Second Nation, 80: 510, 486, 359
Tains Ants, Second Nation, 81: 510, 534, 187
Tains Ants, Second Nation, 82: 504, 486, 15
Tains Ants, Second Nation, 83: 522, 534, 203
Tains Ants, Second Nation, 84: 498, 492, 31
Tains Ants, Second Nation, 85: 528, 528, 219
Tains Ants, Second Nation, 86: 492, 492, 47
Tains Ants, Second Nation, 87: 528, 522, 235
Tains Ants, Second Nation, 88: 486, 498, 63
Tains Ants, Second Nation, 89: 534, 516, 251
Tains Ants, Second Nation, 90: 486, 504, 79
Tains Ants, Second Nation, 91: 534, 510, 268
Tains Ants, Second Nation, 92: 486, 510, 96
Tains Ants, Second Nation, 93: 534, 504, 284
Tains Ants, Second Nation, 94: 486, 516, 112
Tains Ants, Second Nation, 95: 528, 498, 300
Tains Ants, Second Nation, 96: 492, 522, 128
Tains Ants, Second Nation, 97: 528, 492, 316
Tains Ants, Second Nation, 98: 498, 528, 144
Tains Ants, Second Nation, 99: 522, 486, 332
Tains Ants, Second Nation, 100: 504, 534, 160
*********************
 Round, 7:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 528, 507, 261
Tains Ants, First Nation, 2: 472, 500, 89
Tains Ants, First Nation, 3: 528, 500, 277
Tains Ants, First Nation, 4: 472, 507, 105
Tains Ants, First Nation, 5: 528, 486, 293
Tains Ants, First Nation, 6: 479, 514, 121
Tains Ants, First Nation, 7: 521, 479, 309
Tains Ants, First Nation, 8: 479, 521, 137
Tains Ants, First Nation, 9: 514, 479, 326
Tains Ants, First Nation, 10: 486, 528, 154
Tains Ants, First Nation, 11: 507, 472, 342
Tains Ants, First Nation, 12: 493, 528, 170
Tains Ants, First Nation, 13: 500, 472, 358
Tains Ants, First Nation, 14: 500, 528, 186
Tains Ants, First Nation, 15: 493, 472, 14
Tains Ants, First Nation, 16: 507, 528, 202
Tains Ants, First Nation, 17: 486, 479, 30
Tains Ants, First Nation, 18: 514, 521, 218
Tains Ants, First Nation, 19: 479, 479, 46
Tains Ants, First Nation, 20: 521, 514, 234
Tains Ants, First Nation, 21: 472, 486, 62
Tains Ants, First Nation, 22: 528, 507, 250
Tains Ants, First Nation, 23: 472, 493, 79
Tains Ants, First Nation, 24: 528, 500, 267
Tains Ants, First Nation, 25: 472, 500, 95
Tains Ants, First Nation, 26: 528, 493, 283
Tains Ants, First Nation, 27: 472, 507, 111
Tains Ants, First Nation, 28: 521, 486, 299
Tains Ants, First Nation, 29: 479, 514, 127
Tains Ants, First Nation, 30: 521, 479, 315
Tains Ants, First Nation, 31: 486, 521, 143
Tains Ants, First Nation, 32: 514, 479, 331
Tains Ants, First Nation, 33: 493, 528, 159
Tains Ants, First Nation, 34: 507, 472, 347
Tains Ants, First Nation, 35: 500, 528, 175
Tains Ants, First Nation, 36: 500, 472, 4
Tains Ants, First Nation, 37: 507, 528, 192
Tains Ants, First Nation, 38: 493, 472, 20
Tains Ants, First Nation, 39: 514, 528, 208
Tains Ants, First Nation, 40: 486, 479, 36
Tains Ants, First Nation, 41: 521, 521, 224
Tains Ants, First Nation, 42: 479, 486, 52
Tains Ants, First Nation, 43: 521, 514, 240
Tains Ants, First Nation, 44: 472, 493, 68
Tains Ants, First Nation, 45: 528, 507, 256
Tains Ants, First Nation, 46: 472, 500, 84
Tains Ants, First Nation, 47: 528, 500, 272
Tains Ants, First Nation, 48: 472, 507, 100
Tains Ants, First Nation, 49: 528, 493, 288
Tains Ants, First Nation, 50: 472, 514, 117
Tains Ants, Second Nation, 51: 531, 496, 305
Tains Ants, Second Nation, 52: 489, 531, 133
Tains Ants, Second Nation, 53: 531, 489, 321
Tains Ants, Second Nation, 54: 496, 531, 149
Tains Ants, Second Nation, 55: 524, 482, 337
Tains Ants, Second Nation, 56: 503, 538, 165
Tains Ants, Second Nation, 57: 510, 482, 353
Tains Ants, Second Nation, 58: 510, 538, 181
Tains Ants, Second Nation, 59: 503, 482, 9
Tains Ants, Second Nation, 60: 517, 538, 197
Tains Ants, Second Nation, 61: 496, 482, 25
Tains Ants, Second Nation, 62: 524, 531, 213
Tains Ants, Second Nation, 63: 489, 489, 41
Tains Ants, Second Nation, 64: 531, 531, 230
Tains Ants, Second Nation, 65: 489, 496, 58
Tains Ants, Second Nation, 66: 538, 524, 246
Tains Ants, Second Nation, 67: 482, 503, 74
Tains Ants, Second Nation, 68: 538, 517, 262
Tains Ants, Second Nation, 69: 482, 510, 90
Tains Ants, Second Nation, 70: 538, 503, 278
Tains Ants, Second Nation, 71: 482, 517, 106
Tains Ants, Second Nation, 72: 538, 496, 294
Tains Ants, Second Nation, 73: 489, 524, 122
Tains Ants, Second Nation, 74: 531, 489, 310
Tains Ants, Second Nation, 75: 489, 531, 138
Tains Ants, Second Nation, 76: 524, 489, 326
Tains Ants, Second Nation, 77: 496, 538, 155
Tains Ants, Second Nation, 78: 517, 482, 343
Tains Ants, Second Nation, 79: 503, 538, 171
Tains Ants, Second Nation, 80: 510, 482, 359
Tains Ants, Second Nation, 81: 510, 538, 187
Tains Ants, Second Nation, 82: 503, 482, 15
Tains Ants, Second Nation, 83: 524, 538, 203
Tains Ants, Second Nation, 84: 496, 489, 31
Tains Ants, Second Nation, 85: 531, 531, 219
Tains Ants, Second Nation, 86: 489, 489, 47
Tains Ants, Second Nation, 87: 531, 524, 235
Tains Ants, Second Nation, 88: 482, 496, 63
Tains Ants, Second Nation, 89: 538, 517, 251
Tains Ants, Second Nation, 90: 482, 503, 79
Tains Ants, Second Nation, 91: 538, 510, 268
Tains Ants, Second Nation, 92: 482, 510, 96
Tains Ants, Second Nation, 93: 538, 503, 284
Tains Ants, Second Nation, 94: 482, 517, 112
Tains Ants, Second Nation, 95: 531, 496, 300
Tains Ants, Second Nation, 96: 489, 524, 128
Tains Ants, Second Nation, 97: 531, 489, 316
Tains Ants, Second Nation, 98: 496, 531, 144
Tains Ants, Second Nation, 99: 524, 482, 332
Tains Ants, Second Nation, 100: 503, 538, 160
*********************
 Round, 8:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 532, 508, 261
Tains Ants, First Nation, 2: 468, 500, 89
Tains Ants, First Nation, 3: 532, 500, 277
Tains Ants, First Nation, 4: 468, 508, 105
Tains Ants, First Nation, 5: 532, 484, 293
Tains Ants, First Nation, 6: 476, 516, 121
Tains Ants, First Nation, 7: 524, 476, 309
Tains Ants, First Nation, 8: 476, 524, 137
Tains Ants, First Nation, 9: 516, 476, 326
Tains Ants, First Nation, 10: 484, 532, 154
Tains Ants, First Nation, 11: 508, 468, 342
Tains Ants, First Nation, 12: 492, 532, 170
Tains Ants, First Nation, 13: 500, 468, 358
Tains Ants, First Nation, 14: 500, 532, 186
Tains Ants, First Nation, 15: 492, 468, 14
Tains Ants, First Nation, 16: 508, 532, 202
Tains Ants, First Nation, 17: 484, 476, 30
Tains Ants, First Nation, 18: 516, 524, 218
Tains Ants, First Nation, 19: 476, 476, 46
Tains Ants, First Nation, 20: 524, 516, 234
Tains Ants, First Nation, 21: 468, 484, 62
Tains Ants, First Nation, 22: 532, 508, 250
Tains Ants, First Nation, 23: 468, 492, 79
Tains Ants, First Nation, 24: 532, 500, 267
Tains Ants, First Nation, 25: 468, 500, 95
Tains Ants, First Nation, 26: 532, 492, 283
Tains Ants, First Nation, 27: 468, 508, 111
Tains Ants, First Nation, 28: 524, 484, 299
Tains Ants, First Nation, 29: 476, 516, 127
Tains Ants, First Nation, 30: 524, 476, 315
Tains Ants, First Nation, 31: 484, 524, 143
Tains Ants, First Nation, 32: 516, 476, 331
Tains Ants, First Nation, 33: 492, 532, 159
Tains Ants, First Nation, 34: 508, 468, 347
Tains Ants, First Nation, 35: 500, 532, 175
Tains Ants, First Nation, 36: 500, 468, 4
Tains Ants, First Nation, 37: 508, 532, 192
Tains Ants, First Nation, 38: 492, 468, 20
Tains Ants, First Nation, 39: 516, 532, 208
Tains Ants, First Nation, 40: 484, 476, 36
Tains Ants, First Nation, 41: 524, 524, 224
Tains Ants, First Nation, 42: 476, 484, 52
Tains Ants, First Nation, 43: 524, 516, 240
Tains Ants, First Nation, 44: 468, 492, 68
Tains Ants, First Nation, 45: 532, 508, 256
Tains Ants, First Nation, 46: 468, 500, 84
Tains Ants, First Nation, 47: 532, 500, 272
Tains Ants, First Nation, 48: 468, 508, 100
Tains Ants, First Nation, 49: 532, 492, 288
Tains Ants, First Nation, 50: 468, 516, 117
Tains Ants, Second Nation, 51: 534, 494, 305
Tains Ants, Second Nation, 52: 486, 534, 133
Tains Ants, Second Nation, 53: 534, 486, 321
Tains Ants, Second Nation, 54: 494, 534, 149
Tains Ants, Second Nation, 55: 526, 478, 337
Tains Ants, Second Nation, 56: 502, 542, 165
Tains Ants, Second Nation, 57: 510, 478, 353
Tains Ants, Second Nation, 58: 510, 542, 181
Tains Ants, Second Nation, 59: 502, 478, 9
Tains Ants, Second Nation, 60: 518, 542, 197
Tains Ants, Second Nation, 61: 494, 478, 25
Tains Ants, Second Nation, 62: 526, 534, 213
Tains Ants, Second Nation, 63: 486, 486, 41
Tains Ants, Second Nation, 64: 534, 534, 230
Tains Ants, Second Nation, 65: 486, 494, 58
Tains Ants, Second Nation, 66: 542, 526, 246
Tains Ants, Second Nation, 67: 478, 502, 74
Tains Ants, Second Nation, 68: 542, 518, 262
Tains Ants, Second Nation, 69: 478, 510, 90
Tains Ants, Second Nation, 70: 542, 502, 278
Tains Ants, Second Nation, 71: 478, 518, 106
Tains Ants, Second Nation, 72: 542, 494, 294
Tains Ants, Second Nation, 73: 486, 526, 122
Tains Ants, Second Nation, 74: 534, 486, 310
Tains Ants, Second Nation, 75: 486, 534, 138
Tains Ants, Second Nation, 76: 526, 486, 326
Tains Ants, Second Nation, 77: 494, 542, 155
Tains Ants, Second Nation, 78: 518, 478, 343
Tains Ants, Second Nation, 79: 502, 542, 171
Tains Ants, Second Nation, 80: 510, 478, 359
Tains Ants, Second Nation, 81: 510, 542, 187
Tains Ants, Second Nation, 82: 502, 478, 15
Tains Ants, Second Nation, 83: 526, 542, 203
Tains Ants, Second Nation, 84: 494, 486, 31
Tains Ants, Second Nation, 85: 534, 534, 219
Tains Ants, Second Nation, 86: 486, 486, 47
Tains Ants, Second Nation, 87: 534, 526, 235
Tains Ants, Second Nation, 88: 478, 494, 63
Tains Ants, Second Nation, 89: 542, 518, 251
Tains Ants, Second Nation, 90: 478, 502, 79
Tains Ants, Second Nation, 91: 542, 510, 268
Tains Ants, Second Nation, 92: 478, 510, 96
Tains Ants, Second Nation, 93: 542, 502, 284
Tains Ants, Second Nation, 94: 478, 518, 112
Tains Ants, Second Nation, 95: 534, 494, 300
Tains Ants, Second Nation, 96: 486, 526, 128
Tains Ants, Second Nation, 97: 534, 486, 316
Tains Ants, Second Nation, 98: 494, 534, 144
Tains Ants, Second Nation, 99: 526, 478, 332
Tains Ants, Second Nation, 100: 502, 542, 160
*********************
 Round, 9:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 536, 509, 261
Tains Ants, First Nation, 2: 464, 500, 89
Tains Ants, First Nation, 3: 536, 500, 277
Tains Ants, First Nation, 4: 464, 509, 105
Tains Ants, First Nation, 5: 536, 482, 293
Tains Ants, First Nation, 6: 473, 518, 121
Tains Ants, First Nation, 7: 527, 473, 309
Tains Ants, First Nation, 8: 473, 527, 137
Tains Ants, First Nation, 9: 518, 473, 326
Tains Ants, First Nation, 10: 482, 536, 154
Tains Ants, First Nation, 11: 509, 464, 342
Tains Ants, First Nation, 12: 491, 536, 170
Tains Ants, First Nation, 13: 500, 464, 358
Tains Ants, First Nation, 14: 500, 536, 186
Tains Ants, First Nation, 15: 491, 464, 14
Tains Ants, First Nation, 16: 509, 536, 202
Tains Ants, First Nation, 17: 482, 473, 30
Tains Ants, First Nation, 18: 518, 527, 218
Tains Ants, First Nation, 19: 473, 473, 46
Tains Ants, First Nation, 20: 527, 518, 234
Tains Ants, First Nation, 21: 464, 482, 62
Tains Ants, First Nation, 22: 536, 509, 250
Tains Ants, First Nation, 23: 464, 491, 79
Tains Ants, First Nation, 24: 536, 500, 267
Tains Ants, First Nation, 25: 464, 500, 95
Tains Ants, First Nation, 26: 536, 491, 283
Tains Ants, First Nation, 27: 464, 509, 111
Tains Ants, First Nation, 28: 527, 482, 299
Tains Ants, First Nation, 29: 473, 518, 127
Tains Ants, First Nation, 30: 527, 473, 315
Tains Ants, First Nation, 31: 482, 527, 143
Tains Ants, First Nation, 32: 518, 473, 331
Tains Ants, First Nation, 33: 491, 536, 159
Tains Ants, First Nation, 34: 509, 464, 347
Tains Ants, First Nation, 35: 500, 536, 175
Tains Ants, First Nation, 36: 500, 464, 4
Tains Ants, First Nation, 37: 509, 536, 192
Tains Ants, First Nation, 38: 491, 464, 20
Tains Ants, First Nation, 39: 518, 536, 208
Tains Ants, First Nation, 40: 482, 473, 36
Tains Ants, First Nation, 41: 527, 527, 224
Tains Ants, First Nation, 42: 473, 482, 52
Tains Ants, First Nation, 43: 527, 518, 240
Tains Ants, First Nation, 44: 464, 491, 68
Tains Ants, First Nation, 45: 536, 509, 256
Tains Ants, First Nation, 46: 464, 500, 84
Tains Ants, First Nation, 47: 536, 500, 272
Tains Ants, First Nation, 48: 464, 509, 100
Tains Ants, First Nation, 49: 536, 491, 288
Tains Ants, First Nation, 50: 464, 518, 117
Tains Ants, Second Nation, 51: 537, 492, 305
Tains Ants, Second Nation, 52: 483, 537, 133
Tains Ants, Second Nation, 53: 537, 483, 321
Tains Ants, Second Nation, 54: 492, 537, 149
Tains Ants, Second Nation, 55: 528, 474, 337
Tains Ants, Second Nation, 56: 501, 546, 165
Tains Ants, Second Nation, 57: 510, 474, 353
Tains Ants, Second Nation, 58: 510, 546, 181
Tains Ants, Second Nation, 59: 501, 474, 9
Tains Ants, Second Nation, 60: 519, 546, 197
Tains Ants, Second Nation, 61: 492, 474, 25
Tains Ants, Second Nation, 62: 528, 537, 213
Tains Ants, Second Nation, 63: 483, 483, 41
Tains Ants, Second Nation, 64: 537, 537, 230
Tains Ants, Second Nation, 65: 483, 492, 58
Tains Ants, Second Nation, 66: 546, 528, 246
Tains Ants, Second Nation, 67: 474, 501, 74
Tains Ants, Second Nation, 68: 546, 519, 262
Tains Ants, Second Nation, 69: 474, 510, 90
Tains Ants, Second Nation, 70: 546, 501, 278
Tains Ants, Second Nation, 71: 474, 519, 106
Tains Ants, Second Nation, 72: 546, 492, 294
Tains Ants, Second Nation, 73: 483, 528, 122
Tains Ants, Second Nation, 74: 537, 483, 310
Tains Ants, Second Nation, 75: 483, 537, 138
Tains Ants, Second Nation, 76: 528, 483, 326
Tains Ants, Second Nation, 77: 492, 546, 155
Tains Ants, Second Nation, 78: 519, 474, 343
Tains Ants, Second Nation, 79: 501, 546, 171
Tains Ants, Second Nation, 80: 510, 474, 359
Tains Ants, Second Nation, 81: 510, 546, 187
Tains Ants, Second Nation, 82: 501, 474, 15
Tains Ants, Second Nation, 83: 528, 546, 203
Tains Ants, Second Nation, 84: 492, 483, 31
Tains Ants, Second Nation, 85: 537, 537, 219
Tains Ants, Second Nation, 86: 483, 483, 47
Tains Ants, Second Nation, 87: 537, 528, 235
Tains Ants, Second Nation, 88: 474, 492, 63
Tains Ants, Second Nation, 89: 546, 519, 251
Tains Ants, Second Nation, 90: 474, 501, 79
Tains Ants, Second Nation, 91: 546, 510, 268
Tains Ants, Second Nation, 92: 474, 510, 96
Tains Ants, Second Nation, 93: 546, 501, 284
Tains Ants, Second Nation, 94: 474, 519, 112
Tains Ants, Second Nation, 95: 537, 492, 300
Tains Ants, Second Nation, 96: 483, 528, 128
Tains Ants, Second Nation, 97: 537, 483, 316
Tains Ants, Second Nation, 98: 492, 537, 144
Tains Ants, Second Nation, 99: 528, 474, 332
Tains Ants, Second Nation, 100: 501, 546, 160
*********************
 Round, 10:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 540, 510, 261
Tains Ants, First Nation, 2: 460, 500, 89
Tains Ants, First Nation, 3: 540, 500, 277
Tains Ants, First Nation, 4: 460, 510, 105
Tains Ants, First Nation, 5: 540, 480, 293
Tains Ants, First Nation, 6: 470, 520, 121
Tains Ants, First Nation, 7: 530, 470, 309
Tains Ants, First Nation, 8: 470, 530, 137
Tains Ants, First Nation, 9: 520, 470, 326
Tains Ants, First Nation, 10: 480, 540, 154
Tains Ants, First Nation, 11: 510, 460, 342
Tains Ants, First Nation, 12: 490, 540, 170
Tains Ants, First Nation, 13: 500, 460, 358
Tains Ants, First Nation, 14: 500, 540, 186
Tains Ants, First Nation, 15: 490, 460, 14
Tains Ants, First Nation, 16: 510, 540, 202
Tains Ants, First Nation, 17: 480, 470, 30
Tains Ants, First Nation, 18: 520, 530, 218
Tains Ants, First Nation, 19: 470, 470, 46
Tains Ants, First Nation, 20: 530, 520, 234
Tains Ants, First Nation, 21: 460, 480, 62
Tains Ants, First Nation, 22: 540, 510, 250
Tains Ants, First Nation, 23: 460, 490, 79
Tains Ants, First Nation, 24: 540, 500, 267
Tains Ants, First Nation, 25: 460, 500, 95
Tains Ants, First Nation, 26: 540, 490, 283
Tains Ants, First Nation, 27: 460, 510, 111
Tains Ants, First Nation, 28: 530, 480, 299
Tains Ants, First Nation, 29: 470, 520, 127
Tains Ants, First Nation, 30: 530, 470, 315
Tains Ants, First Nation, 31: 480, 530, 143
Tains Ants, First Nation, 32: 520, 470, 331
Tains Ants, First Nation, 33: 490, 540, 159
Tains Ants, First Nation, 34: 510, 460, 347
Tains Ants, First Nation, 35: 500, 540, 175
Tains Ants, First Nation, 36: 500, 460, 4
Tains Ants, First Nation, 37: 510, 540, 192
Tains Ants, First Nation, 38: 490, 460, 20
Tains Ants, First Nation, 39: 520, 540, 208
Tains Ants, First Nation, 40: 480, 470, 36
Tains Ants, First Nation, 41: 530, 530, 224
Tains Ants, First Nation, 42: 470, 480, 52
Tains Ants, First Nation, 43: 530, 520, 240
Tains Ants, First Nation, 44: 460, 490, 68
Tains Ants, First Nation, 45: 540, 510, 256
Tains Ants, First Nation, 46: 460, 500, 84
Tains Ants, First Nation, 47: 540, 500, 272
Tains Ants, First Nation, 48: 460, 510, 100
Tains Ants, First Nation, 49: 540, 490, 288
Tains Ants, First Nation, 50: 460, 520, 117
Tains Ants, Second Nation, 51: 540, 490, 305
Tains Ants, Second Nation, 52: 480, 540, 133
Tains Ants, Second Nation, 53: 540, 480, 321
Tains Ants, Second Nation, 54: 490, 540, 149
Tains Ants, Second Nation, 55: 530, 470, 337
Tains Ants, Second Nation, 56: 500, 550, 165
Tains Ants, Second Nation, 57: 510, 470, 353
Tains Ants, Second Nation, 58: 510, 550, 181
Tains Ants, Second Nation, 59: 500, 470, 9
Tains Ants, Second Nation, 60: 520, 550, 197
Tains Ants, Second Nation, 61: 490, 470, 25
Tains Ants, Second Nation, 62: 530, 540, 213
Tains Ants, Second Nation, 63: 480, 480, 41
Tains Ants, Second Nation, 64: 540, 540, 230
Tains Ants, Second Nation, 65: 480, 490, 58
Tains Ants, Second Nation, 66: 550, 530, 246
Tains Ants, Second Nation, 67: 470, 500, 74
Tains Ants, Second Nation, 68: 550, 520, 262
Tains Ants, Second Nation, 69: 470, 510, 90
Tains Ants, Second Nation, 70: 550, 500, 278
Tains Ants, Second Nation, 71: 470, 520, 106
Tains Ants, Second Nation, 72: 550, 490, 294
Tains Ants, Second Nation, 73: 480, 530, 122
Tains Ants, Second Nation, 74: 540, 480, 310
Tains Ants, Second Nation, 75: 480, 540, 138
Tains Ants, Second Nation, 76: 530, 480, 326
Tains Ants, Second Nation, 77: 490, 550, 155
Tains Ants, Second Nation, 78: 520, 470, 343
Tains Ants, Second Nation, 79: 500, 550, 171
Tains Ants, Second Nation, 80: 510, 470, 359
Tains Ants, Second Nation, 81: 510, 550, 187
Tains Ants, Second Nation, 82: 500, 470, 15
Tains Ants, Second Nation, 83: 530, 550, 203
Tains Ants, Second Nation, 84: 490, 480, 31
Tains Ants, Second Nation, 85: 540, 540, 219
Tains Ants, Second Nation, 86: 480, 480, 47
Tains Ants, Second Nation, 87: 540, 530, 235
Tains Ants, Second Nation, 88: 470, 490, 63
Tains Ants, Second Nation, 89: 550, 520, 251
Tains Ants, Second Nation, 90: 470, 500, 79
Tains Ants, Second Nation, 91: 550, 510, 268
Tains Ants, Second Nation, 92: 470, 510, 96
Tains Ants, Second Nation, 93: 550, 500, 284
Tains Ants, Second Nation, 94: 470, 520, 112
Tains Ants, Second Nation, 95: 540, 490, 300
Tains Ants, Second Nation, 96: 480, 530, 128
Tains Ants, Second Nation, 97: 540, 480, 316
Tains Ants, Second Nation, 98: 490, 540, 144
Tains Ants, Second Nation, 99: 530, 470, 332
Tains Ants, Second Nation, 100: 500, 550, 160
*********************
 Round, 11:
First Nation:Second Nation:
Tains Ants, First Nation, 1: 544, 511, 261
Tains Ants, First Nation, 2: 456, 500, 89
Tains Ants, First Nation, 3: 544, 500, 277
